List of all supported languages
Language	Voice type	Language code	Voice name	SSML Gender	Sample
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Schedar	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Sulafat	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Umbriel	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Vindemiatrix	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Zephyr	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Zubenelgenubi	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Neural2-A	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Neural2-B	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Neural2-C	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Neural2-D	MALE	
French (Canada)	Standard	fr-CA	fr-CA-Standard-A	FEMALE	
French (Canada)	Standard	fr-CA	fr-CA-Standard-B	MALE	
French (Canada)	Standard	fr-CA	fr-CA-Standard-C	FEMALE	
French (Canada)	Standard	fr-CA	fr-CA-Standard-D	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-A	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-B	MALE	
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-C	FEMALE	
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-D	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-D	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-F	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-O	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Achernar	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Achird	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Algenib	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Algieba	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Alnilam	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Aoede	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Autonoe	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Callirrhoe	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Charon	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Despina	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Enceladus	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Erinome	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Fenrir	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Gacrux	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Iapetus	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Kore	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Laomedeia	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Leda	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Orus	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Puck	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Pulcherrima	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Rasalgethi	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Sadachbia	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Sadaltager	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Schedar	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Sulafat	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Umbriel	MALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Vindemiatrix	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Zephyr	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Zubenelgenubi	MALE	
French (France)	Premium	fr-FR	fr-FR-Neural2-F	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Neural2-G	MALE	
French (France)	Premium	fr-FR	fr-FR-Polyglot-1	MALE	
French (France)	Standard	fr-FR	fr-FR-Standard-F	FEMALE	
French (France)	Standard	fr-FR	fr-FR-Standard-G	MALE	
French (France)	Studio	fr-FR	fr-FR-Studio-A	FEMALE	
French (France)	Studio	fr-FR	fr-FR-Studio-D	MALE	
French (France)	Premium	fr-FR	fr-FR-Wavenet-F	FEMALE	
French (France)	Premium	fr-FR	fr-FR-Wavenet-G	MALE	
Galician (Spain)	Standard	gl-ES	gl-ES-Standard-B	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp-HD-D	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp-HD-F	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp-HD-O	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Achernar	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Achird	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Algenib	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Algieba	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Alnilam	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Aoede	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Autonoe	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Callirrhoe	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Charon	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Despina	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Enceladus	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Erinome	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Fenrir	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Gacrux	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Iapetus	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Kore	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Laomedeia	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Leda	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Orus	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Puck	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Pulcherrima	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Rasalgethi	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Sadachbia	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Sadaltager	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Schedar	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Sulafat	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Umbriel	MALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Vindemiatrix	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Zephyr	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Chirp3-HD-Zubenelgenubi	MALE	
German (Germany)	Premium	de-DE	de-DE-Neural2-G	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Neural2-H	MALE	
German (Germany)	Premium	de-DE	de-DE-Polyglot-1	MALE	
German (Germany)	Standard	de-DE	de-DE-Standard-G	FEMALE	
German (Germany)	Standard	de-DE	de-DE-Standard-H	MALE	
German (Germany)	Studio	de-DE	de-DE-Studio-B	MALE	
German (Germany)	Studio	de-DE	de-DE-Studio-C	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Wavenet-G	FEMALE	
German (Germany)	Premium	de-DE	de-DE-Wavenet-H	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Achernar	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Achird	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Algenib	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Algieba	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Alnilam	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Aoede	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Autonoe	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Callirrhoe	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Charon	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Despina	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Enceladus	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Erinome	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Fenrir	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Gacrux	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Iapetus	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Kore	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Laomedeia	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Leda	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Orus	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Puck	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Pulcherrima	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Rasalgethi	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Sadachbia	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Sadaltager	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Schedar	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Sulafat	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Umbriel	MALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Vindemiatrix	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Zephyr	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Chirp3-HD-Zubenelgenubi	MALE	
Greek (Greece)	Standard	el-GR	el-GR-Standard-B	FEMALE	
Greek (Greece)	Premium	el-GR	el-GR-Wavenet-B	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Achernar	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Achird	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Algenib	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Algieba	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Alnilam	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Aoede	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Autonoe	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Callirrhoe	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Charon	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Despina	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Enceladus	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Erinome	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Fenrir	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Gacrux	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Iapetus	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Kore	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Laomedeia	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Leda	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Orus	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Puck	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Pulcherrima	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Rasalgethi	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Sadachbia	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Sadaltager	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Schedar	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Sulafat	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Umbriel	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Vindemiatrix	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Zephyr	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Chirp3-HD-Zubenelgenubi	MALE	
Gujarati (India)	Standard	gu-IN	gu-IN-Standard-A	FEMALE	
Gujarati (India)	Standard	gu-IN	gu-IN-Standard-B	MALE	
Gujarati (India)	Standard	gu-IN	gu-IN-Standard-C	FEMALE	
Gujarati (India)	Standard	gu-IN	gu-IN-Standard-D	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Wavenet-A	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Wavenet-B	MALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Wavenet-C	FEMALE	
Gujarati (India)	Premium	gu-IN	gu-IN-Wavenet-D	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Achernar	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Achird	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Algenib	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Algieba	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Alnilam	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Aoede	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Autonoe	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Callirrhoe	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Charon	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Despina	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Enceladus	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Erinome	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Fenrir	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Gacrux	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Iapetus	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Kore	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Laomedeia	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Leda	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Orus	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Puck	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Pulcherrima	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Rasalgethi	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Sadachbia	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Sadaltager	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Schedar	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Sulafat	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Umbriel	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Vindemiatrix	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Zephyr	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Chirp3-HD-Zubenelgenubi	MALE	
Hebrew (Israel)	Standard	he-IL	he-IL-Standard-A	FEMALE	
Hebrew (Israel)	Standard	he-IL	he-IL-Standard-B	MALE	
Hebrew (Israel)	Standard	he-IL	he-IL-Standard-C	FEMALE	
Hebrew (Israel)	Standard	he-IL	he-IL-Standard-D	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Wavenet-A	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Wavenet-B	MALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Wavenet-C	FEMALE	
Hebrew (Israel)	Premium	he-IL	he-IL-Wavenet-D	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Achernar	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Achird	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Algenib	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Algieba	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Alnilam	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Aoede	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Autonoe	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Callirrhoe	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Charon	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Despina	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Enceladus	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Erinome	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Fenrir	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Gacrux	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Iapetus	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Kore	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Laomedeia	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Leda	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Orus	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Puck	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Pulcherrima	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Rasalgethi	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Sadachbia	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Sadaltager	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Schedar	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Sulafat	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Umbriel	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Vindemiatrix	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Zephyr	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Chirp3-HD-Zubenelgenubi	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Neural2-A	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Neural2-B	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Neural2-C	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Neural2-D	FEMALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-A	FEMALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-B	MALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-C	MALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-D	FEMALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-E	FEMALE	
Hindi (India)	Standard	hi-IN	hi-IN-Standard-F	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-A	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-B	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-C	MALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-D	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-E	FEMALE	
Hindi (India)	Premium	hi-IN	hi-IN-Wavenet-F	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Achernar	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Achird	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Algenib	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Algieba	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Alnilam	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Aoede	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Autonoe	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Callirrhoe	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Charon	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Despina	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Enceladus	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Erinome	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Fenrir	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Gacrux	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Iapetus	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Kore	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Laomedeia	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Leda	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Orus	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Puck	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Pulcherrima	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Rasalgethi	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Sadachbia	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Sadaltager	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Schedar	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Sulafat	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Umbriel	MALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Vindemiatrix	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Zephyr	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Chirp3-HD-Zubenelgenubi	MALE	
Hungarian (Hungary)	Standard	hu-HU	hu-HU-Standard-B	FEMALE	
Hungarian (Hungary)	Premium	hu-HU	hu-HU-Wavenet-B	FEMALE	
Icelandic (Iceland)	Standard	is-IS	is-IS-Standard-B	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Achernar	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Achird	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Algenib	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Algieba	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Alnilam	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Aoede	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Autonoe	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Callirrhoe	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Charon	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Despina	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Enceladus	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Erinome	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Fenrir	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Gacrux	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Iapetus	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Kore	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Laomedeia	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Leda	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Orus	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Puck	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Pulcherrima	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Rasalgethi	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Sadachbia	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Sadaltager	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Schedar	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Sulafat	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Umbriel	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Vindemiatrix	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Zephyr	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Chirp3-HD-Zubenelgenubi	MALE	
Indonesian (Indonesia)	Standard	id-ID	id-ID-Standard-A	FEMALE	
Indonesian (Indonesia)	Standard	id-ID	id-ID-Standard-B	MALE	
Indonesian (Indonesia)	Standard	id-ID	id-ID-Standard-C	MALE	
Indonesian (Indonesia)	Standard	id-ID	id-ID-Standard-D	FEMALE	
